x,t,u_fem,u_pinn,error
0.22222222222222224,0.13131313131313133,0.3738647039324419,0.37288127869893417,0.000983425233507751
0.23232323232323235,0.13131313131313133,0.4088706537298815,0.4111245307626852,0.002253877032803664
0.24242424242424243,0.13131313131313133,0.45355678919765824,0.4589730665754339,0.005416277377775669
0.25252525252525254,0.13131313131313133,0.5072303756399713,0.5145253339327838,0.007294958292812459
0.26262626262626265,0.13131313131313133,0.5669807477113391,0.5740552377103958,0.007074489999056688
0.27272727272727276,0.13131313131313133,0.6282811010466886,0.6333513028736323,0.005070201826943732
0.2828282828282829,0.13131313131313133,0.6867646854540432,0.6894028879001266,0.002638202446083371
0.29292929292929293,0.13131313131313133,0.7397722519066385,0.7407360877975563,0.0009638358909177525
0.30303030303030304,0.13131313131313133,0.795088970528556,0.7869471869426112,0.00814178358594475
0.31313131313131315,0.13131313131313133,0.8343894574706113,0.8278970068724578,0.00649245059815351
0.32323232323232326,0.13131313131313133,0.8673948762531698,0.862877734219495,0.004517142033674815
0.33333333333333337,0.13131313131313133,0.893496069224649,0.8907808556485762,0.002715213576072739
0.3434343434343435,0.13131313131313133,0.9121798154841513,0.9108678580149235,0.0013119574692277425
0.3535353535353536,0.13131313131313133,0.9238120439804933,0.9233966478242861,0.00041539615620722614
0.36363636363636365,0.13131313131313133,0.9297912093929325,0.9296574502481476,0.00013375914478486184
0.37373737373737376,0.13131313131313133,0.9319684945183242,0.9315871234907351,0.0003813710275890614
0.38383838383838387,0.13131313131313133,0.9319824162386002,0.9313328306097635,0.0006495856288367685
0.393939393939394,0.13131313131313133,0.9309676374007358,0.9303018969099839,0.0006657404907519648
0.4040404040404041,0.13131313131313133,0.9295884845886686,0.9289657946522951,0.0006226899363734884
0.4141414141414142,0.13131313131313133,0.9281861972876561,0.9276438323790542,0.0005423649086018223
0.42424242424242425,0.13131313131313133,0.926913921527196,0.9264691444641411,0.00044477706305490194
0.43434343434343436,0.13131313131313133,0.9258266603640632,0.925468812238691,0.00035784812537220656
0.4444444444444445,0.13131313131313133,0.9249328987907718,0.9247082676684271,0.0002246311223447206
0.4545454545454546,0.13131313131313133,0.9242217628039315,0.9241636788111782,5.8083992753310554e-05
0.4646464646464647,0.13131313131313133,0.9236764438634326,0.923759265606566,8.282174313334334e-05
0.4747474747474748,0.13131313131313133,0.9232804554711403,0.9234529540010257,0.00017249852988532322
0.48484848484848486,0.13131313131313133,0.9230203429283061,0.9232465485777233,0.00022620564941711052
0.494949494949495,0.13131313131313133,0.9228867340774317,0.9231616111849095,0.0002748771074777556
0.5050505050505051,0.13131313131313133,0.9228867340774325,0.9231681081505381,0.00028137407310557805
0.5151515151515152,0.13131313131313133,0.923020342928306,0.923259978567444,0.00023963563913798058
0.5252525252525253,0.13131313131313133,0.923280455471141,0.9234841143267971,0.00020365885565609698
0.5353535353535354,0.13131313131313133,0.9236764438634327,0.9238959021844587,0.00021945832102598928
0.5454545454545455,0.13131313131313133,0.924221762803932,0.9245480696951113,0.00032630689117929546
0.5555555555555556,0.13131313131313133,0.9249328987907722,0.9254083684689582,0.0004754696781860135
0.5656565656565657,0.13131313131313133,0.9258266603640615,0.9264922457062675,0.0006655853422060654
0.5757575757575758,0.13131313131313133,0.9269139215271955,0.9278656343993613,0.0009517128721657775
0.5858585858585859,0.13131313131313133,0.9281861972876555,0.9294804809319668,0.0012942836443112782
0.595959595959596,0.13131313131313133,0.9295884845886674,0.9311338687395094,0.001545384150842044
0.6060606060606061,0.13131313131313133,0.9309676374007348,0.9323707213183321,0.0014030839175972476
0.6161616161616162,0.13131313131313133,0.9319824162386,0.9325543650587769,0.0005719488201768597
0.6262626262626263,0.13131313131313133,0.9319684945183233,0.9310214216722016,0.0009470728461217215
0.6363636363636365,0.13131313131313133,0.9297912093929299,0.9271420041739452,0.002649205218984707
